tid,tournament_name,family,tournament_year,final_count,has_timestamps,ts_count,first_reg,last_reg,is_covid,is_online,snapshot_last_reg,early_bird_spike,spike_day,spike_magnitude,roster_pending
1443,2019 Philadelphia Open,Philadelphia Open,2019.0,231,False,0,,,False,False,,False,,,False
1444,2019 World Open Warmup,World Open Warmup,2019.0,23,False,0,,,False,False,,False,,,False
1445,2019 World Open Senior Amateur,World Open Senior Amateur,2019.0,33,False,0,,,False,False,,False,,,False
1446,2019 World Open Womens Championship,World Open Womens Championship,2019.0,22,False,0,,,False,False,,False,,,False
1447,2019 Northeast Open,Northeast Open,2019.0,210,False,0,,,False,False,,False,,,False
1448,2019 Bill Little Memorial,Bill Little Memorial,2019.0,47,False,0,,,False,False,,False,,,False
1498,2019 Manhattan Open,Manhattan Open,2019.0,434,False,0,,,False,False,,False,,,False
1499,2019 New York State Open and Senior,New York State Open and Senior,2019.0,77,False,0,,,False,False,,False,,,False
1500,2019 Southern Open,Southern Open,2019.0,181,False,0,,,False,False,,False,,,False
1501,2019 Chicago Class,Chicago Class,2019.0,330,False,0,,,False,False,,False,,,False
1502,2019 Pacific Coast Open,Pacific Coast Open,2019.0,230,False,0,,,False,False,,False,,,False
1503,2019 Continental Class Championships,Continental Class Championships,2019.0,249,False,0,,,False,False,,False,,,False
1504,2019 Pittsburgh Open,Pittsburgh Open,2019.0,176,False,0,,,False,False,,False,,,False
1511,2019 Bradley Open,Bradley Open,2019.0,171,False,0,,,False,False,,False,,,False
1512,2019 Cleveland Open,Cleveland Open,2019.0,224,False,0,,,False,False,,False,,,False
1513,2019 Continental Open,Continental Open,2019.0,274,False,0,,,False,False,,False,,,False
1516,2019 World Open Under 13 Championship,World Open Under 13,2019.0,157,False,0,,,False,False,,False,,,False
1517,2019 World Open Action,World Open Action,2019.0,28,False,0,,,False,False,,False,,,False
1534,2019 Atlantic Open,Atlantic Open,2019.0,289,False,0,,,False,False,,False,,,False
1535,2019 Central California Open,Central California Open,2019.0,128,False,0,,,False,False,,False,,,False
1536,2019 Indianapolis Open,Indianapolis Open,2019.0,204,False,0,,,False,False,,False,,,False
1557,2019 New York State Championship,New York State Championship,2019.0,185,False,0,,,False,False,,False,,,False
1575,2019 Washington Chess Congress,Washington Chess Congress,2019.0,271,False,0,,,False,False,,False,,,False
1604,Manhattan Blitz,Manhattan Blitz,,2,False,0,,,False,False,,False,,,False
1609,2019 Hartford Open,Hartford Open,2019.0,110,False,0,,,False,False,,False,,,False
1610,2019 Midwest Class Championships,Midwest Class Championships,2019.0,305,False,0,,,False,False,,False,,,False
1611,2019 North American Open,North American Open,2019.0,863,False,0,,,False,False,,False,,,False
1612,2019 Eastern Chess Congress,Eastern Chess Congress,2019.0,349,False,0,,,False,False,,False,,,False
1613,2019 Peter Henner Memorial,Peter Henner Memorial,2019.0,49,False,0,,,False,False,,False,,,False
1614,2019 Central New York Open,Central New York Open,2019.0,40,False,0,,,False,False,,False,,,False
1615,2019 Kings Island Open,Kings Island Open,2019.0,298,False,0,,,False,False,,False,,,False
1616,2019 Los Angeles Open,Los Angeles Open,2019.0,241,False,0,,,False,False,,False,,,False
1617,2019 National Chess Congress,National Chess Congress,2019.0,550,False,0,,,False,False,,False,,,False
1630,2019 Stamford Open,Stamford Open,2019.0,169,False,0,,,False,False,,False,,,False
1657,2019 Schenectady Open at Proctors,Schenectady Open at Proctors,2019.0,47,False,0,,,False,False,,False,,,False
1660,2019 Empire City Open,Empire City Open,2019.0,318,False,0,,,False,False,,False,,,False
1663,2020 Boston Chess Congress,Boston Chess Congress,2020.0,267,False,0,,,True,False,,False,,,False
1666,2020 Liberty Bell Open,Liberty Bell Open,2020.0,362,False,0,,,True,False,,False,,,False
1667,2020 Golden State Open,Golden State Open,2020.0,303,False,0,,,True,False,,False,,,False
1674,2020 Southwest Class,Southwest Class,2020.0,384,False,0,,,True,False,,False,,,False
1675,2020 George Washington Open,George Washington Open,2020.0,243,False,0,,,True,False,,False,,,False
1680,2020 Open at Foxwoods,Open at Foxwoods,2020.0,208,False,0,,,True,False,,False,,,False
1696,2020 Western Class Championships,Western Class Championships,2020.0,221,False,0,,,True,False,,False,,,False
1698,2020 New York State Scholastic Championships,New York State Scholastic Championships,2020.0,1008,False,0,,,True,False,,False,,,False
1702,2020 Southern Class Championships,Southern Class Championships,2020.0,50,False,0,,,True,False,,False,,,False
1761,2020 Eastern Class Championships,Eastern Class Championships,2020.0,13,False,0,,,True,False,,False,,,False
1777,2020 New York State Open and Senior,New York State Open and Senior,2020.0,1,False,0,,,True,False,,False,,,False
1779,2020 Northeast Open,Northeast Open,2020.0,1,False,0,,,True,False,,False,,,False
1780,2020 Continental Class Championships,Continental Class Championships,2020.0,1,False,0,,,True,False,,False,,,False
1781,2020 Philadelphia International,Philadelphia International,2020.0,5,False,0,,,True,False,,False,,,False
1826,2020 Continental Chess June Rapid on ICC,Continental Chess June Rapid,2020.0,231,False,0,,,True,True,,False,,,False
1834,2020 Continental Chess June Quick on ICC,Continental Chess June Quick,2020.0,180,False,0,,,True,True,,False,,,False
1835,2020 CCA June Open on ICC,June Open,2020.0,185,False,0,,,True,True,,False,,,False
1836,2020 World Open Blitz on ICC,World Open Blitz,2020.0,191,False,0,,,True,True,,False,,,False
1837,2020 World Open G 45 on ICC,World Open G 45,2020.0,284,False,0,,,True,True,,False,,,False
1838,2020 World Open Action on ICC,World Open Action,2020.0,159,False,0,,,True,True,,False,,,False
1839,2020 World Open Under 13 Champ on ICC,World Open Under 13,2020.0,216,False,0,,,True,True,,False,,,False
1840,2020 World Open G 10 on ICC,World Open G 10,2020.0,151,False,0,,,True,True,,False,,,False
1841,2020 World Open Senior Amateur on ICC,World Open Senior Amateur,2020.0,58,False,0,,,True,True,,False,,,False
1842,2020 World Open on ICC,World Open,2020.0,1055,False,0,,,True,True,,False,,,False
1854,2020 CCA July Rapid on ICC,July Rapid,2020.0,99,False,0,,,True,True,,False,,,False
1855,2020 CCA July Open on ICC,July Open,2020.0,214,False,0,,,True,True,,False,,,False
1858,2020 CCA World Open Warmup on ICC,World Open Warmup,2020.0,149,False,0,,,True,True,,False,,,False
1859,2020 World Open Womens Championship on ICC,World Open Womens Championship,2020.0,51,False,0,,,True,True,,False,,,False
1860,2020 World Open G 7 Championship on ICC,World Open G7 Championship,2020.0,106,False,0,,,True,True,,False,,,False
1861,2020 North American Scholastics on ICC,North American Scholastics,2020.0,338,False,0,,,True,True,,False,,,False
1862,2020 New York State Championship on ICC,New York State Championship,2020.0,241,False,0,,,True,True,,False,,,False
1868,2020 CCA August Open on ICC,August Open,2020.0,205,False,0,,,True,True,,False,,,False
1869,2020 CCA August Blitz on ICC,August Blitz,2020.0,92,False,0,,,True,True,,False,,,False
1870,2020 CCA August Rapid on ICC,August Rapid,2020.0,86,False,0,,,True,True,,False,,,False
1871,2020 CCA September Action on ICC,September Action,2020.0,86,False,0,,,True,True,,False,,,False
1872,2020 CCA September Rapid on ICC,September Rapid,2020.0,71,False,0,,,True,True,,False,,,False
1873,2020 CCA September Open on ICC,September Open,2020.0,167,False,0,,,True,True,,False,,,False
1874,2020 CCA September Quick on ICC,September Quick,2020.0,44,False,0,,,True,True,,False,,,False
1876,2020 Pacific Coast Open on ICC,Pacific Coast Open,2020.0,171,False,0,,,True,True,,False,,,False
1879,2020 CCA September Blitz on ICC,September Blitz,2020.0,48,False,0,,,True,True,,False,,,False
1880,2020 Pittsburgh Open on ICC,Pittsburgh Open,2020.0,151,False,0,,,True,True,,False,,,False
1882,2020 Chicago Open on ICC,Chicago Open,2020.0,415,False,0,,,True,True,,False,,,False
1885,2020 Bradley Open at ICC,Bradley Open at ICC,2020.0,104,False,0,,,True,False,,False,,,False
1887,2020 Chicago Open Blitz on ICC,Chicago Open Blitz,2020.0,93,False,0,,,True,True,,False,,,False
1889,2020 CCA October Open on ICC,October Open,2020.0,151,False,0,,,True,True,,False,,,False
1890,2020 Eastern Chess Congress on ICC,Eastern Chess Congress,2020.0,167,False,0,,,True,True,,False,,,False
1891,2020 Southern Open on ICC,Southern Open,2020.0,130,False,0,,,True,True,,False,,,False
1892,2020 CCA October Game 7 on ICC,October Game 7,2020.0,32,False,0,,,True,True,,False,,,False
1893,2020 Indianapolis Open on ICC,Indianapolis Open,2020.0,130,False,0,,,True,True,,False,,,False
1894,2020 Southern Open Blitz on ICC,Southern Open Blitz,2020.0,60,False,0,,,True,True,,False,,,False
1895,2020 Continental Open on ICC,Continental Open,2020.0,184,False,0,,,True,True,,False,,,False
1896,2020 Kings Island Open on ICC,Kings Island Open,2020.0,128,False,0,,,True,True,,False,,,False
1897,2020 Kings Island Open Blitz on ICC,Kings Island Open Blitz,2020.0,49,False,0,,,True,True,,False,,,False
1898,2020 Mid-America Open on ICC,Mid-America Open,2020.0,189,False,0,,,True,True,,False,,,False
1899,2020 CCA November Open on ICC,November Open,2020.0,92,False,0,,,True,True,,False,,,False
1901,2020 National Chess Congress on ICC,National Chess Congress,2020.0,481,False,0,,,True,True,,False,,,False
1902,2020 North American Open on ICC,North American Open,2020.0,556,False,0,,,True,True,,False,,,False
1903,2020 Los Angeles Open on ICC,Los Angeles Open,2020.0,135,False,0,,,True,True,,False,,,False
1904,2020 Cleveland Open on ICC,Cleveland Open,2020.0,133,False,0,,,True,True,,False,,,False
1905,2020 Los Angeles Open Blitz on ICC,Los Angeles Open Blitz,2020.0,55,False,0,,,True,True,,False,,,False
1909,2020 Philadelphia Open on ICC,Philadelphia Open,2020.0,151,False,0,,,True,True,,False,,,False
1910,2020 CCA December Open on ICC,December Open,2020.0,65,False,0,,,True,True,,False,,,False
1912,2020 Atlantic Open on ICC,Atlantic Open,2020.0,145,False,0,,,True,True,,False,,,False
1913,2020 Chicago Class on ICC,Chicago Class,2020.0,106,False,0,,,True,True,,False,,,False
1914,2020 Atlantic Open Blitz on ICC,Atlantic Open Blitz,2020.0,51,False,0,,,True,True,,False,,,False
1915,2020 Manhattan Open on ICC,Manhattan Open,2020.0,196,False,0,,,True,True,,False,,,False
1916,2020 North American Blitz on ICC,North American Blitz,2020.0,154,False,0,,,True,True,,False,,,False
1918,2021 Boston Chess Congress on ICC,Boston Chess Congress,2021.0,194,False,0,,,True,True,,False,,,False
1920,2021 Mountains Open on ICC,Mountains Open,2021.0,122,False,0,,,True,True,,False,,,False
1921,2021 CCA January Open on ICC,January Open,2021.0,119,False,0,,,True,True,,False,,,False
1922,2021 Liberty Bell Open on ICC,Liberty Bell Open,2021.0,211,False,0,,,True,True,,False,,,False
1923,2021 Liberty Bell Open Blitz on ICC,Liberty Bell Open Blitz,2021.0,80,False,0,,,True,True,,False,,,False
1924,2020 Free Software Testing Blitz on ICC,Free Software Testing Blitz,2020.0,38,False,0,,,True,True,,False,,,False
1925,2021 Golden State Open on ICC,Golden State Open,2021.0,221,False,0,,,True,True,,False,,,False
1926,2021 Golden State Blitz on ICC,Golden State Blitz,2021.0,61,False,0,,,True,True,,False,,,False
1932,2021 Southwest Class on ICC,Southwest Class,2021.0,255,False,0,,,True,True,,False,,,False
1933,2021 Southwest Class Blitz on ICC,Southwest Class Blitz,2021.0,61,False,0,,,True,True,,False,,,False
1934,2021 George Washington Open on ICC,George Washington Open,2021.0,193,False,0,,,True,True,,False,,,False
1935,2021 CCA February Open on ICC,February Open,2021.0,104,False,0,,,True,True,,False,,,False
1936,2021 New York State Scholastic Championships on ICC,New York State Scholastic Championships,2021.0,1174,False,0,,,True,True,,False,,,False
1937,2021 Western Class on ICC,Western Class,2021.0,185,False,0,,,True,True,,False,,,False
1938,2021 Western Class Blitz on ICC,Western Class Blitz,2021.0,50,False,0,,,True,True,,False,,,False
1947,2021 Southern Class on ICC,Southern Class,2021.0,146,False,0,,,True,True,,False,,,False
1948,2021 CCA March Open on ICC,March Open,2021.0,99,False,0,,,True,True,,False,,,False
1956,2021 Mid-America Open on ICC,Mid-America Open,2021.0,202,False,0,,,True,True,,False,,,False
1957,2021 Mid-America Blitz on ICC,Mid-America Blitz,2021.0,52,False,0,,,True,True,,False,,,False
1958,2021 North American Class on ICC,North American Class,2021.0,158,False,0,,,True,True,,False,,,False
1975,2021 CCA April Open on ICC,April Open,2021.0,166,False,0,,,True,True,,False,,,False
1985,2021 Eastern Class on ICC,Eastern Class,2021.0,193,False,0,,,True,True,,False,,,False
1986,2021 Eastern Class Blitz on ICC,Eastern Class Blitz,2021.0,46,False,0,,,True,True,,False,,,False
1990,2021 Chicago Open,Chicago Open,2021.0,561,False,0,,,True,False,,False,,,False
1992,2021 Cleveland Open,Cleveland Open,2021.0,200,False,0,,,True,False,,False,,,False
1993,2021 Southern Open,Southern Open,2021.0,340,False,0,,,True,False,,False,,,False
1998,2021 New York State Open on ICC,New York State Open,2021.0,154,False,0,,,True,True,,False,,,False
1999,2021 CCA May Open on ICC,May Open,2021.0,113,False,0,,,True,True,,False,,,False
2000,2021 North American Under 13 on ICC,North American Under 13,2021.0,136,False,0,,,True,True,,False,,,False
2002,2021 World Open,World Open,2021.0,1061,False,0,,,True,False,,False,,,False
2003,2021 Philadelphia International,Philadelphia International,2021.0,102,False,0,,,True,False,,False,,,False
2004,2021 Chicago Open Blitz,Chicago Open Blitz,2021.0,79,False,0,,,True,False,,False,,,False
2005,2021 Philadelphia Open,Philadelphia Open,2021.0,267,False,0,,,True,False,,False,,,False
2006,2021 World Open Action,World Open Action,2021.0,46,False,0,,,True,False,,False,,,False
2007,2021 World Open Senior Amateur,World Open Senior Amateur,2021.0,29,False,0,,,True,False,,False,,,False
2008,2021 World Open Warmup,World Open Warmup,2021.0,21,False,0,,,True,False,,False,,,False
2009,2021 Pacific Coast Open,Pacific Coast Open,2021.0,446,False,0,,,True,False,,False,,,False
2010,2021 World Open G7 Championship,World Open G7 Championship,2021.0,44,False,0,,,True,False,,False,,,False
2011,2021 World Open Under 13 Championship,World Open Under 13,2021.0,129,False,0,,,True,False,,False,,,False
2014,2021 Chicago Class,Chicago Class,2021.0,435,False,0,,,True,False,,False,,,False
2017,2021 Bradley Open,Bradley Open,2021.0,285,False,0,,,True,False,,False,,,False
2018,2021 Continental Open,Continental Open,2021.0,393,True,159,2021-08-02 09:47:34,2021-08-14 08:59:36,True,False,2021-08-14 08:59:36,False,,0.0,False
2035,2021 CCA June Open on ICC,June Open,2021.0,218,False,0,,,True,True,,False,,,False
2044,2021 Pittsburgh Open,Pittsburgh Open,2021.0,225,False,0,,,True,False,,False,,,False
2045,2021 World Open Womens Championship,World Open Womens Championship,2021.0,18,False,0,,,True,False,,False,,,False
2046,2021 Peter Henner Memorial,Peter Henner Memorial,2021.0,116,False,0,,,True,False,,False,,,False
2049,2021 Indianapolis Open,Indianapolis Open,2021.0,170,True,132,2021-08-02 15:29:19,2021-08-27 21:57:19,True,False,2021-08-27 21:57:19,False,,0.0,False
2050,2021 Central California Open,Central California Open,2021.0,189,True,127,2021-08-02 13:04:51,2021-08-20 13:32:23,True,False,2021-08-20 13:32:23,False,,0.0,False
2051,2021 Atlantic Open,Atlantic Open,2021.0,457,True,366,2021-08-02 09:07:54,2021-08-28 08:27:22,True,False,2021-08-28 08:27:22,False,,0.0,False
2053,2021 World Open Blitz Championship,World Open Blitz Championship,2021.0,165,False,0,,,True,False,,False,,,False
2054,2021 World Open G 10 Championship,World Open G 10 Championship,2021.0,51,False,0,,,True,False,,False,,,False
2057,2021 CCA July Open on ICC,July Open,2021.0,201,False,0,,,True,True,,False,,,False
2059,2021 New York State Championship,New York State Championship,2021.0,212,True,175,2021-08-03 17:37:32,2021-09-05 09:38:49,True,False,2021-09-05 09:38:49,False,,0.0,False
2060,2021 Eastern Chess Congress,Eastern Chess Congress,2021.0,474,True,450,2021-08-02 15:43:37,2021-10-02 10:07:31,True,False,2021-10-02 10:07:31,False,,0.0,False
2079,2021 Washington Chess Congress,Washington Chess Congress,2021.0,332,True,313,2021-08-02 15:53:05,2021-10-09 00:19:51,True,False,2021-10-09 00:19:51,False,,0.0,False
2080,2021 Midwest Class Championships,Midwest Class Championships,2021.0,348,True,338,2021-08-03 14:24:09,2021-10-09 09:07:43,True,False,2021-10-09 09:07:43,False,,0.0,False
2087,2021 North American Open,North American Open,2021.0,922,True,902,2021-08-02 13:45:16,2021-12-26 23:43:18,True,False,2021-12-26 23:43:18,True,70.0,5.0,False
2092,2021 Kings Island Open,Kings Island Open,2021.0,300,True,292,2021-08-05 12:14:12,2021-11-13 08:18:56,True,False,2021-11-13 08:18:56,False,,0.0,False
2093,2021 Central New York Open,Central New York Open,2021.0,110,True,101,2021-08-30 19:52:37,2021-10-23 07:47:39,True,False,2021-10-23 07:47:39,False,,0.0,False
2095,2021 National Chess Congress,National Chess Congress,2021.0,594,True,577,2021-08-22 14:13:52,2021-11-27 07:57:20,True,False,2021-11-27 07:57:20,False,68.0,1.5,False
2110,2021 Northeast Open,Northeast Open,2021.0,279,True,266,2021-09-04 15:34:44,2021-11-06 09:59:12,True,False,2021-11-06 09:59:12,False,,0.0,False
2111,2021 Niagara Falls Open,Niagara Falls Open,2021.0,132,True,130,2021-09-09 19:33:17,2021-11-19 15:36:32,True,False,2021-11-19 15:36:32,False,,0.0,False
2112,2021 Los Angeles Open,Los Angeles Open,2021.0,364,True,356,2021-08-03 12:09:08,2021-11-06 07:02:35,True,False,2021-11-06 07:02:35,False,58.0,4.0,False
2113,2021 CCA August Open on ICC,August Open,2021.0,143,True,134,2021-08-02 10:21:11,2021-08-21 08:49:51,True,True,2021-08-21 08:49:51,False,,0.0,False
2129,2021 CCA September Open on ICC,September Open,2021.0,154,True,150,2021-08-20 09:15:14,2021-09-11 09:58:20,True,True,2021-09-11 09:58:20,False,,0.0,False
2130,2021 Eastern Chess Congress Warmup on ICC,Eastern Chess Congress Warmup,2021.0,91,True,84,2021-08-20 09:16:22,2021-09-25 09:50:33,True,True,2021-09-25 09:50:33,False,,0.0,False
2153,2021 Empire State Open,Empire State Open,2021.0,151,True,147,2021-09-15 17:47:02,2021-12-27 05:31:49,True,False,2021-12-27 05:31:49,False,57.0,1.0,False
2154,2021 New York State Junior Championships,New York State Junior Championships,2021.0,104,True,97,2021-10-31 14:29:28,2021-12-28 22:07:05,True,False,2021-12-28 22:07:05,False,,0.0,False
2164,2021 CCA-ICC September Scholastic on ICC,CCA-ICC September Scholastic,2021.0,88,True,86,2021-09-08 10:30:43,2021-09-18 09:56:24,True,True,2021-09-18 09:56:24,False,,0.0,False
2167,2021 New York Under 13 Action Championship,New York Under 13 Action Championship,2021.0,32,True,30,2021-11-19 17:09:48,2021-12-27 21:33:04,True,False,2021-12-27 21:33:04,False,,0.0,False
2170,2021 CCA October Open on ICC,October Open,2021.0,153,True,149,2021-09-24 17:56:12,2021-10-23 09:34:03,True,True,2021-10-23 09:34:03,False,,0.0,False
2171,2021 Kings Island Open Warmup on ICC,Kings Island Open Warmup,2021.0,69,True,65,2021-10-04 13:00:50,2021-11-06 11:15:33,True,True,2021-11-06 11:15:33,False,,0.0,False
2172,2021 National Chess Congress Warmup on ICC,National Chess Congress Warmup,2021.0,9,True,9,2021-09-25 18:38:02,2021-11-04 04:55:58,True,True,2021-11-04 04:55:58,False,,0.0,False
2183,2021 CCA-ICC October Scholastic on ICC,CCA-ICC October Scholastic,2021.0,38,True,38,2021-10-05 13:59:54,2021-10-16 13:03:13,True,True,2021-10-16 13:03:13,False,,0.0,False
2184,2021 Susan Kantor Memorial on ICC,Susan Kantor Memorial,2021.0,53,True,47,2021-10-08 00:40:06,2021-10-17 12:18:01,True,True,2021-10-17 12:18:01,False,,0.0,False
2190,2021 CCA Halloween Open on ICC,Halloween Open,2021.0,122,True,117,2021-10-20 11:48:59,2021-10-30 10:35:16,True,True,2021-10-30 10:35:16,False,,0.0,False
2194,2021 CCA December Open on ICC,December Open,2021.0,121,True,118,2021-10-25 19:45:05,2021-12-04 09:47:45,True,True,2021-12-04 09:47:45,False,,0.0,False
2203,2022 Boston Chess Congress,Boston Chess Congress,2022.0,287,True,283,2021-10-25 15:11:49,2022-01-08 02:59:04,False,False,2022-01-08 02:59:04,False,,0.0,False
2221,2021 North American Scholastics,North American Scholastics,2021.0,117,True,115,2021-11-07 13:58:58,2021-12-19 11:24:23,True,False,2021-12-19 11:24:23,False,,0.0,False
2224,2022 Golden State Open,Golden State Open,2022.0,275,True,269,2021-11-08 09:50:02,2022-01-15 22:42:38,False,False,2022-01-15 22:42:38,False,,0.0,False
2225,2022 Liberty Bell Open,Liberty Bell Open,2022.0,362,True,353,2021-10-31 14:33:51,2022-01-16 02:53:50,False,False,2022-01-16 02:53:50,False,66.0,1.5,False
2233,2021 CCA November Open,November Open,2021.0,123,True,115,2021-11-06 11:08:18,2021-11-20 07:00:09,True,False,2021-11-20 07:00:09,False,,0.0,False
2235,2022 Southwest Class Championships,Southwest Class Championships,2022.0,397,True,386,2021-11-18 07:15:08,2022-02-19 20:33:17,False,False,2022-02-19 20:33:17,False,66.0,3.0,False
2238,2021 North American Action on ICC,North American Action,2021.0,115,True,112,2021-11-21 12:52:21,2021-12-18 10:58:22,True,True,2021-12-18 10:58:22,False,,0.0,False
2249,2022 Liberty Bell Action on ICC,Liberty Bell Action,2022.0,149,True,138,2021-12-06 16:56:33,2022-01-02 11:01:04,False,True,2022-01-02 11:01:04,False,,0.0,False
2250,2022 Golden State Action on ICC,Golden State Action,2022.0,138,True,125,2021-12-09 18:52:19,2022-01-08 10:00:29,False,True,2022-01-08 10:00:29,False,,0.0,False
2263,2022 Western Class,Western Class,2022.0,362,True,352,2021-12-19 21:13:46,2022-03-05 06:19:14,False,False,2022-03-05 06:19:14,False,,0.0,False
2285,2022 Open at Foxwoods,Open at Foxwoods,2022.0,472,True,461,2021-12-30 23:41:22,2022-04-15 09:51:55,False,False,2022-04-15 09:51:55,True,68.0,8.0,False
2286,2022 Southern Class,Southern Class,2022.0,200,True,198,2021-12-24 15:55:58,2022-03-19 09:14:41,False,False,2022-03-19 09:14:41,False,57.0,3.0,False
2287,2022 Mid-America Open,Mid-America Open,2022.0,288,True,286,2021-12-30 07:40:39,2022-03-25 21:27:48,False,False,2022-03-25 21:27:48,False,64.0,1.0,False
2291,2022 New York State Scholastic Championships,New York State Scholastic Championships,2022.0,941,True,932,2021-12-27 11:58:49,2022-03-11 22:24:03,False,False,2022-03-11 22:24:03,False,,0.0,False
2292,2022 Chicago Open,Chicago Open,2022.0,944,True,929,2022-01-07 15:07:51,2022-05-29 05:52:46,False,False,2022-05-29 05:52:46,True,67.0,25.7,False
2294,2022 Eastern Class,Eastern Class,2022.0,230,True,221,2022-01-06 12:19:11,2022-04-30 07:06:58,False,False,2022-04-30 07:06:58,False,62.0,2.0,False
2299,2022 CCA January Open on ICC,January Open,2022.0,163,True,155,2022-01-02 20:40:42,2022-01-29 09:52:08,False,True,2022-01-29 09:52:08,False,,0.0,False
2302,2022 January Game 60 on ICC,January Game 60,2022.0,135,True,121,2022-01-09 01:05:00,2022-01-22 09:49:43,False,True,2022-01-22 09:49:43,False,,0.0,False
2304,2022 Southwest Action on ICC,Southwest Action,2022.0,124,True,115,2022-01-26 20:59:33,2022-02-12 08:41:52,False,True,2022-02-12 08:41:52,False,,0.0,False
2305,2022 World Open,World Open,2022.0,1491,True,1423,2022-01-19 17:41:34,2022-07-02 09:40:43,False,False,2022-07-02 09:40:43,False,65.0,0.7,False
2306,2022 Philadelphia International,Philadelphia International,2022.0,88,True,76,2022-03-01 02:33:55,2022-06-24 02:08:31,False,False,2022-06-24 02:08:31,False,66.0,2.0,False
2307,2022 Philadelphia Open,Philadelphia Open,2022.0,281,True,270,2022-01-19 17:12:20,2022-06-25 11:32:44,False,False,2022-06-25 11:32:44,False,71.0,4.0,False
2308,2022 World Open Under 13 Championship,World Open Under 13,2022.0,129,True,123,2022-02-02 08:30:29,2022-06-22 19:51:51,False,False,2022-06-22 19:51:51,False,69.0,2.7,False
2309,2022 World Open Senior Amateur,World Open Senior Amateur,2022.0,41,True,41,2022-01-24 00:00:47,2022-06-23 09:26:48,False,False,2022-06-23 09:26:48,False,68.0,2.0,False
2310,2022 FIDE U2400 at Foxwoods,FIDE U2400 at Foxwoods,2022.0,12,True,10,2022-01-29 18:51:57,2022-04-15 21:37:34,False,False,2022-04-15 21:37:34,False,61.0,1.0,False
2312,2022 World Open FIDE U2200,World Open FIDE U2200,2022.0,24,True,23,2022-03-25 16:30:20,2022-06-22 20:05:50,False,False,2022-06-22 20:05:50,False,67.0,1.0,False
2313,2022 World Open Amateur,World Open Amateur,2022.0,71,True,69,2022-01-24 00:05:14,2022-06-27 06:46:03,False,False,2022-06-27 06:46:03,False,74.0,2.0,False
2314,2022 World Open FIDE U2400,World Open FIDE U2400,2022.0,20,True,19,2022-04-13 23:20:14,2022-06-28 22:25:44,False,False,2022-06-28 22:25:44,False,,0.0,False
2319,2022 Youth Rapid Chess Challenge on ICC,Youth Rapid Chess Challenge,2022.0,58,True,56,2022-01-26 20:24:44,2022-02-05 06:53:54,False,True,2022-02-05 06:53:54,False,,0.0,False
2320,2022 CCA February Open on ICC,February Open,2022.0,126,True,112,2022-01-28 20:09:40,2022-02-26 09:23:01,False,True,2022-02-26 09:23:01,False,,0.0,False
2321,2022 World Open Women s Championship,World Open Womens Championship,2022.0,31,True,29,2022-03-03 20:43:01,2022-06-28 16:23:33,False,False,2022-06-28 16:23:33,False,75.0,1.0,False
2322,2022 World Open G7 Championship,World Open G7 Championship,2022.0,54,True,51,2022-04-11 14:35:11,2022-06-30 09:44:47,False,False,2022-06-30 09:44:47,False,75.0,1.0,False
2329,2022 Niagara Falls Open,Niagara Falls Open,2022.0,94,True,91,2022-02-21 18:06:06,2022-05-14 02:46:09,False,False,2022-05-14 02:46:09,False,58.0,2.0,False
2334,2022 Western Action on ICC,Western Action,2022.0,69,True,58,2022-02-16 18:48:15,2022-02-27 08:50:56,False,True,2022-02-27 08:50:56,False,,0.0,False
2357,2022 March Game 60 on ICC,March Game 60,2022.0,76,True,66,2022-02-27 12:16:41,2022-03-26 11:26:22,False,True,2022-03-26 11:26:22,False,,0.0,False
2360,2022 CCA March Open on ICC,March Open,2022.0,130,True,122,2022-02-25 15:42:43,2022-03-12 08:46:49,False,True,2022-03-12 08:46:49,False,,0.0,False
2361,2022 Mid-America Action on ICC,Mid-America Action,2022.0,96,True,88,2022-02-27 09:24:07,2022-03-19 09:56:23,False,True,2022-03-19 09:56:23,False,,0.0,False
2365,2022 Chicago FIDE U2200,Chicago FIDE U2200,2022.0,9,True,9,2022-03-21 21:34:11,2022-05-27 21:18:44,False,False,2022-05-27 21:18:44,False,,0.0,False
2369,2022 Cleveland Open,Cleveland Open,2022.0,201,True,200,2022-03-05 19:09:03,2022-06-10 23:43:31,False,False,2022-06-10 23:43:31,False,,0.0,False
2370,2022 Northeast Open,Northeast Open,2022.0,227,True,214,2022-03-10 14:33:12,2022-06-11 09:26:28,False,False,2022-06-11 09:26:28,False,61.0,1.0,False
2371,2022 Midwest Chess Congress,Midwest Chess Congress,2022.0,81,True,81,2022-03-13 12:05:31,2022-06-18 09:44:23,False,False,2022-06-18 09:44:23,False,,0.0,False
2373,2022 CCA April Open on ICC,April Open,2022.0,114,True,103,2022-03-20 13:37:25,2022-04-09 09:58:11,False,True,2022-04-09 09:58:11,False,,0.0,False
2374,2022 Eastern Action on ICC,Eastern Action,2022.0,83,True,76,2022-03-20 13:41:01,2022-04-23 11:13:30,False,True,2022-04-23 11:13:30,False,,0.0,False
2375,2022 CCA May Open on ICC,May Open,2022.0,90,True,82,2022-03-20 13:46:46,2022-05-07 09:38:44,False,True,2022-05-07 09:38:44,False,,0.0,False
2376,2022 Chicago Action on ICC,Chicago Action,2022.0,83,True,74,2022-04-07 10:28:37,2022-05-21 09:55:32,False,True,2022-05-21 09:55:32,False,,0.0,False
