tid,T,daily_regs,cum_regs,cum_pct
3249,94,1,4,0.022598870056497175
3249,91,1,5,0.02824858757062147
3249,88,1,6,0.03389830508474576
3249,86,2,8,0.04519774011299435
3249,84,1,9,0.05084745762711865
3249,75,1,10,0.05649717514124294
3249,69,2,12,0.06779661016949153
3249,68,3,15,0.0847457627118644
3249,67,1,16,0.0903954802259887
3249,66,2,18,0.1016949152542373
3249,65,1,19,0.10734463276836158
3249,64,1,20,0.11299435028248588
3249,62,3,23,0.12994350282485875
3249,61,2,25,0.14124293785310735
3249,59,1,26,0.14689265536723164
3249,58,1,27,0.15254237288135594
3249,54,1,28,0.15819209039548024
3249,50,3,31,0.1751412429378531
3249,48,2,33,0.1864406779661017
3249,47,4,37,0.20903954802259886
3249,46,1,38,0.21468926553672316
3249,43,2,40,0.22598870056497175
3249,42,2,42,0.23728813559322035
3249,38,3,45,0.2542372881355932
3249,37,1,46,0.2598870056497175
3249,34,2,48,0.2711864406779661
3249,33,1,49,0.2768361581920904
3249,32,1,50,0.2824858757062147
3249,31,1,51,0.288135593220339
3249,29,3,54,0.3050847457627119
3249,26,4,58,0.327683615819209
3249,25,2,60,0.3389830508474576
3249,24,3,63,0.3559322033898305
3249,23,3,66,0.3728813559322034
3249,22,3,69,0.3898305084745763
3249,21,2,71,0.4011299435028249
3249,19,2,73,0.4124293785310734
3249,18,4,77,0.4350282485875706
3249,17,2,79,0.4463276836158192
3249,16,3,82,0.4632768361581921
3249,15,3,85,0.480225988700565
3249,14,2,87,0.4915254237288136
3249,12,3,90,0.5084745762711864
3249,10,4,94,0.5310734463276836
3249,9,3,97,0.5480225988700564
3249,8,8,105,0.5932203389830508
3249,7,5,110,0.6214689265536724
3249,6,4,114,0.6440677966101694
3249,5,1,115,0.6497175141242938
3249,4,8,123,0.6949152542372882
3249,3,19,142,0.8022598870056498
3249,2,12,154,0.8700564971751412
3249,1,13,167,0.943502824858757
3249,0,10,177,1.0
3253,112,1,1,0.006896551724137931
3253,109,1,2,0.013793103448275862
3253,100,1,3,0.020689655172413793
3253,97,1,4,0.027586206896551724
3253,91,1,5,0.034482758620689655
3253,81,1,6,0.041379310344827586
3253,76,1,7,0.04827586206896552
3253,73,1,8,0.05517241379310345
3253,63,1,9,0.06206896551724138
3253,59,1,10,0.06896551724137931
3253,49,1,11,0.07586206896551724
3253,38,1,12,0.08275862068965517
3253,35,1,13,0.0896551724137931
3253,34,2,15,0.10344827586206896
3253,30,2,17,0.11724137931034483
3253,24,1,18,0.12413793103448276
3253,23,1,19,0.1310344827586207
3253,22,1,20,0.13793103448275862
3253,16,1,21,0.14482758620689656
3253,15,2,23,0.15862068965517243
3253,11,1,24,0.16551724137931034
3253,10,1,25,0.1724137931034483
3253,6,1,26,0.1793103448275862
3253,5,2,28,0.19310344827586207
3253,4,6,34,0.23448275862068965
3253,3,3,37,0.25517241379310346
3253,2,4,41,0.2827586206896552
3253,1,3,44,0.30344827586206896
3253,0,101,145,1.0
3259,120,1,1,0.0049261083743842365
3259,65,2,3,0.014778325123152709
3259,64,2,5,0.024630541871921183
3259,55,1,6,0.029556650246305417
3259,52,1,7,0.034482758620689655
3259,50,2,9,0.04433497536945813
3259,43,2,11,0.054187192118226604
3259,40,1,12,0.059113300492610835
3259,38,1,13,0.06403940886699508
3259,37,1,14,0.06896551724137931
3259,34,1,15,0.07389162561576355
3259,33,2,17,0.08374384236453201
3259,32,1,18,0.08866995073891626
3259,30,1,19,0.09359605911330049
3259,29,1,20,0.09852216748768473
3259,27,1,21,0.10344827586206896
3259,26,1,22,0.10837438423645321
3259,25,3,25,0.12315270935960591
3259,24,6,31,0.15270935960591134
3259,23,1,32,0.15763546798029557
3259,22,1,33,0.1625615763546798
3259,21,2,35,0.1724137931034483
3259,18,2,37,0.18226600985221675
3259,17,3,40,0.19704433497536947
3259,15,2,42,0.20689655172413793
3259,14,2,44,0.21674876847290642
3259,13,2,46,0.22660098522167488
3259,12,2,48,0.23645320197044334
3259,11,5,53,0.26108374384236455
3259,10,1,54,0.2660098522167488
3259,9,2,56,0.27586206896551724
3259,8,2,58,0.2857142857142857
3259,7,9,67,0.33004926108374383
3259,6,9,76,0.37438423645320196
3259,5,11,87,0.42857142857142855
3259,4,15,102,0.5024630541871922
3259,3,23,125,0.6157635467980296
3259,2,49,174,0.8571428571428571
3259,1,11,185,0.9113300492610837
3259,0,18,203,1.0
3276,88,1,1,0.005988023952095809
3276,75,1,2,0.011976047904191617
3276,67,1,3,0.017964071856287425
3276,65,1,4,0.023952095808383235
3276,61,1,5,0.029940119760479042
3276,54,4,9,0.05389221556886228
3276,48,1,10,0.059880239520958084
3276,47,1,11,0.0658682634730539
3276,45,1,12,0.0718562874251497
3276,42,1,13,0.07784431137724551
3276,40,2,15,0.08982035928143713
3276,37,1,16,0.09580838323353294
3276,36,4,20,0.11976047904191617
3276,33,2,22,0.1317365269461078
3276,29,2,24,0.1437125748502994
3276,27,1,25,0.1497005988023952
3276,26,2,27,0.16167664670658682
3276,25,2,29,0.17365269461077845
3276,24,1,30,0.17964071856287425
3276,23,1,31,0.18562874251497005
3276,21,2,33,0.19760479041916168
3276,19,4,37,0.2215568862275449
3276,18,5,42,0.25149700598802394
3276,16,2,44,0.2634730538922156
3276,15,1,45,0.2694610778443114
3276,14,2,47,0.281437125748503
3276,13,1,48,0.2874251497005988
3276,12,2,50,0.2994011976047904
3276,11,1,51,0.30538922155688625
3276,10,3,54,0.32335329341317365
3276,9,5,59,0.3532934131736527
3276,8,2,61,0.3652694610778443
3276,7,5,66,0.39520958083832336
3276,6,8,74,0.4431137724550898
3276,5,12,86,0.5149700598802395
3276,4,8,94,0.562874251497006
3276,3,15,109,0.6526946107784432
3276,2,34,143,0.8562874251497006
3276,1,9,152,0.9101796407185628
3276,0,15,167,1.0
3278,24,1,1,0.02127659574468085
3278,23,1,2,0.0425531914893617
3278,22,1,3,0.06382978723404255
3278,16,1,4,0.0851063829787234
3278,14,1,5,0.10638297872340426
3278,9,1,6,0.1276595744680851
3278,6,2,8,0.1702127659574468
3278,4,3,11,0.23404255319148937
3278,3,3,14,0.2978723404255319
3278,2,6,20,0.425531914893617
3278,1,13,33,0.7021276595744681
3278,0,14,47,1.0
3288,6,1,1,0.005747126436781609
3288,4,2,3,0.017241379310344827
3288,0,171,174,1.0
3306,71,2,2,0.02631578947368421
3306,64,1,3,0.039473684210526314
3306,57,1,4,0.05263157894736842
3306,54,1,5,0.06578947368421052
3306,53,1,6,0.07894736842105263
3306,50,1,7,0.09210526315789473
3306,49,1,8,0.10526315789473684
3306,47,1,9,0.11842105263157894
3306,43,1,10,0.13157894736842105
3306,42,2,12,0.15789473684210525
3306,38,2,14,0.18421052631578946
3306,36,1,15,0.19736842105263158
3306,31,1,16,0.21052631578947367
3306,28,1,17,0.2236842105263158
3306,26,1,18,0.23684210526315788
3306,25,1,19,0.25
3306,24,2,21,0.27631578947368424
3306,23,1,22,0.2894736842105263
3306,20,1,23,0.3026315789473684
3306,19,2,25,0.32894736842105265
3306,18,2,27,0.35526315789473684
3306,16,3,30,0.39473684210526316
3306,15,1,31,0.40789473684210525
3306,11,3,34,0.4473684210526316
3306,10,2,36,0.47368421052631576
3306,9,3,39,0.5131578947368421
3306,8,4,43,0.5657894736842105
3306,4,8,51,0.6710526315789473
3306,3,8,59,0.7763157894736842
3306,2,5,64,0.8421052631578947
3306,1,7,71,0.9342105263157895
3306,0,5,76,1.0
3307,113,1,1,0.006993006993006993
3307,111,2,3,0.02097902097902098
3307,108,1,4,0.027972027972027972
3307,96,1,5,0.03496503496503497
3307,92,1,6,0.04195804195804196
3307,85,1,7,0.04895104895104895
3307,84,1,8,0.055944055944055944
3307,79,1,9,0.06293706293706294
3307,77,3,12,0.08391608391608392
3307,76,1,13,0.09090909090909091
3307,74,1,14,0.0979020979020979
3307,73,1,15,0.1048951048951049
3307,72,2,17,0.11888111888111888
3307,71,1,18,0.1258741258741259
3307,68,1,19,0.13286713286713286
3307,66,1,20,0.13986013986013987
3307,64,1,21,0.14685314685314685
3307,62,1,22,0.15384615384615385
3307,60,2,24,0.16783216783216784
3307,59,2,26,0.18181818181818182
3307,57,2,28,0.1958041958041958
3307,55,1,29,0.20279720279720279
3307,53,1,30,0.2097902097902098
3307,52,1,31,0.21678321678321677
3307,51,1,32,0.22377622377622378
3307,49,3,35,0.24475524475524477
3307,48,1,36,0.2517482517482518
3307,47,2,38,0.26573426573426573
3307,46,2,40,0.27972027972027974
3307,45,3,43,0.3006993006993007
3307,44,2,45,0.3146853146853147
3307,43,1,46,0.32167832167832167
3307,42,5,51,0.35664335664335667
3307,41,3,54,0.3776223776223776
3307,40,3,57,0.3986013986013986
3307,39,1,58,0.40559440559440557
3307,38,1,59,0.4125874125874126
3307,37,1,60,0.4195804195804196
3307,35,4,64,0.44755244755244755
3307,34,2,66,0.46153846153846156
3307,32,2,68,0.4755244755244755
3307,31,1,69,0.4825174825174825
3307,30,3,72,0.5034965034965035
3307,29,2,74,0.5174825174825175
3307,28,1,75,0.5244755244755245
3307,26,1,76,0.5314685314685315
3307,25,1,77,0.5384615384615384
3307,24,2,79,0.5524475524475524
3307,23,2,81,0.5664335664335665
3307,20,1,82,0.5734265734265734
3307,18,1,83,0.5804195804195804
3307,15,1,84,0.5874125874125874
3307,14,3,87,0.6083916083916084
3307,13,1,88,0.6153846153846154
3307,12,2,90,0.6293706293706294
3307,11,2,92,0.6433566433566433
3307,10,2,94,0.6573426573426573
3307,9,1,95,0.6643356643356644
3307,8,2,97,0.6783216783216783
3307,7,4,101,0.7062937062937062
3307,6,2,103,0.7202797202797203
3307,5,1,104,0.7272727272727273
3307,4,4,108,0.7552447552447552
3307,3,8,116,0.8111888111888111
3307,2,9,125,0.8741258741258742
3307,1,10,135,0.9440559440559441
3307,0,8,143,1.0
3309,120,2,2,0.0016736401673640166
3309,119,3,5,0.0041841004184100415
3309,117,1,6,0.00502092050209205
3309,115,3,9,0.007531380753138075
3309,112,1,10,0.008368200836820083
3309,110,1,11,0.009205020920502092
3309,108,3,14,0.011715481171548118
3309,105,1,15,0.012552301255230125
3309,104,2,17,0.014225941422594143
3309,103,2,19,0.015899581589958158
3309,102,2,21,0.017573221757322177
3309,99,1,22,0.018410041841004185
3309,96,2,24,0.0200836820083682
3309,93,5,29,0.024267782426778243
3309,92,4,33,0.027615062761506277
3309,91,4,37,0.03096234309623431
3309,90,2,39,0.032635983263598324
3309,89,2,41,0.03430962343096234
3309,88,3,44,0.03682008368200837
3309,87,3,47,0.03933054393305439
3309,86,2,49,0.04100418410041841
3309,85,1,50,0.04184100418410042
3309,84,1,51,0.042677824267782424
3309,82,2,53,0.04435146443514645
3309,81,4,57,0.04769874476987448
3309,80,3,60,0.0502092050209205
3309,79,6,66,0.055230125523012555
3309,78,1,67,0.05606694560669456
3309,77,4,71,0.059414225941422594
3309,76,1,72,0.0602510460251046
3309,75,1,73,0.06108786610878661
3309,74,3,76,0.06359832635983263
3309,73,3,79,0.06610878661087866
3309,72,2,81,0.06778242677824267
3309,71,1,82,0.06861924686192468
3309,70,4,86,0.07196652719665272
3309,69,5,91,0.07615062761506276
3309,68,6,97,0.08117154811715481
3309,67,6,103,0.08619246861924686
3309,66,5,108,0.09037656903765691
3309,65,4,112,0.09372384937238494
3309,64,5,117,0.09790794979079498
3309,63,5,122,0.10209205020920502
3309,62,5,127,0.10627615062761506
3309,61,5,132,0.11046025104602511
3309,60,5,137,0.11464435146443515
3309,59,7,144,0.1205020920502092
3309,58,8,152,0.12719665271966527
3309,57,7,159,0.13305439330543933
3309,56,4,163,0.13640167364016736
3309,55,8,171,0.14309623430962343
3309,54,7,178,0.1489539748953975
3309,53,13,191,0.1598326359832636
3309,52,10,201,0.1682008368200837
3309,51,28,229,0.1916317991631799
3309,50,79,308,0.25774058577405856
3309,49,3,311,0.2602510460251046
3309,48,1,312,0.2610878661087866
3309,47,2,314,0.26276150627615064
3309,46,4,318,0.26610878661087867
3309,45,6,324,0.2711297071129707
3309,44,3,327,0.27364016736401675
3309,43,3,330,0.27615062761506276
3309,42,4,334,0.2794979079497908
3309,41,5,339,0.28368200836820084
3309,40,2,341,0.28535564853556483
3309,39,4,345,0.28870292887029286
3309,38,5,350,0.2928870292887029
3309,37,6,356,0.297907949790795
3309,36,8,364,0.30460251046025105
3309,35,5,369,0.3087866108786611
3309,34,4,373,0.31213389121338914
3309,33,3,376,0.31464435146443515
3309,32,12,388,0.32468619246861924
3309,31,8,396,0.3313807531380753
3309,30,10,406,0.3397489539748954
3309,29,10,416,0.34811715481171546
3309,28,1,417,0.3489539748953975
3309,27,8,425,0.35564853556485354
3309,26,8,433,0.3623430962343096
3309,25,13,446,0.3732217573221757
3309,24,19,465,0.3891213389121339
3309,23,10,475,0.39748953974895396
3309,22,12,487,0.40753138075313805
3309,21,7,494,0.41338912133891215
3309,20,12,506,0.42343096234309624
3309,19,16,522,0.43682008368200836
3309,18,17,539,0.4510460251046025
3309,17,6,545,0.4560669456066946
3309,16,16,561,0.4694560669456067
3309,15,19,580,0.48535564853556484
3309,14,19,599,0.501255230125523
3309,13,9,608,0.5087866108786611
3309,12,20,628,0.5255230125523013
3309,11,20,648,0.5422594142259414
3309,10,24,672,0.5623430962343097
3309,9,31,703,0.5882845188284519
3309,8,25,728,0.6092050209205021
3309,7,44,772,0.6460251046025105
3309,6,76,848,0.7096234309623431
3309,5,93,941,0.7874476987447698
3309,4,35,976,0.8167364016736401
3309,3,62,1038,0.8686192468619247
3309,2,62,1100,0.9205020920502092
3309,1,76,1176,0.9841004184100418
3309,0,19,1195,1.0
3310,93,1,1,0.006622516556291391
3310,85,4,5,0.033112582781456956
3310,84,1,6,0.039735099337748346
3310,80,1,7,0.046357615894039736
3310,71,2,9,0.059602649006622516
3310,70,1,10,0.06622516556291391
3310,68,3,13,0.08609271523178808
3310,66,1,14,0.09271523178807947
3310,59,1,15,0.09933774834437085
3310,58,1,16,0.10596026490066225
3310,57,1,17,0.11258278145695365
3310,54,5,22,0.1456953642384106
3310,51,1,23,0.152317880794702
3310,50,2,25,0.16556291390728478
3310,47,2,27,0.17880794701986755
3310,46,2,29,0.19205298013245034
3310,45,2,31,0.2052980132450331
3310,44,1,32,0.2119205298013245
3310,43,9,41,0.271523178807947
3310,42,1,42,0.2781456953642384
3310,40,1,43,0.2847682119205298
3310,33,1,44,0.2913907284768212
3310,32,1,45,0.2980132450331126
3310,31,2,47,0.31125827814569534
3310,30,2,49,0.32450331125827814
3310,29,7,56,0.3708609271523179
3310,28,1,57,0.37748344370860926
3310,27,1,58,0.3841059602649007
3310,26,1,59,0.39072847682119205
3310,25,2,61,0.40397350993377484
3310,24,2,63,0.41721854304635764
3310,23,2,65,0.4304635761589404
3310,22,1,66,0.4370860927152318
3310,21,2,68,0.4503311258278146
3310,20,4,72,0.4768211920529801
3310,19,3,75,0.4966887417218543
3310,18,3,78,0.5165562913907285
3310,17,1,79,0.5231788079470199
3310,16,3,82,0.543046357615894
3310,13,3,85,0.5629139072847682
3310,12,2,87,0.5761589403973509
3310,11,2,89,0.5894039735099338
3310,10,5,94,0.6225165562913907
3310,8,2,96,0.6357615894039735
3310,6,3,99,0.6556291390728477
3310,5,3,102,0.6754966887417219
3310,4,5,107,0.7086092715231788
3310,3,12,119,0.7880794701986755
3310,2,16,135,0.8940397350993378
3310,1,3,138,0.9139072847682119
3310,0,13,151,1.0
3311,104,1,1,0.003205128205128205
3311,102,1,2,0.00641025641025641
3311,101,1,3,0.009615384615384616
3311,97,1,4,0.01282051282051282
3311,87,1,5,0.016025641025641024
3311,86,2,7,0.022435897435897436
3311,84,1,8,0.02564102564102564
3311,80,1,9,0.028846153846153848
3311,69,1,10,0.03205128205128205
3311,68,1,11,0.035256410256410256
3311,67,1,12,0.038461538461538464
3311,65,1,13,0.041666666666666664
3311,62,1,14,0.04487179487179487
3311,57,2,16,0.05128205128205128
3311,56,1,17,0.05448717948717949
3311,55,1,18,0.057692307692307696
3311,54,1,19,0.060897435897435896
3311,52,2,21,0.0673076923076923
3311,47,3,24,0.07692307692307693
3311,46,2,26,0.08333333333333333
3311,45,2,28,0.08974358974358974
3311,44,1,29,0.09294871794871795
3311,43,2,31,0.09935897435897435
3311,42,1,32,0.10256410256410256
3311,41,1,33,0.10576923076923077
3311,40,3,36,0.11538461538461539
3311,39,1,37,0.11858974358974358
3311,35,1,38,0.12179487179487179
3311,34,1,39,0.125
3311,33,2,41,0.13141025641025642
3311,32,2,43,0.13782051282051283
3311,30,4,47,0.15064102564102563
3311,29,2,49,0.15705128205128205
3311,28,3,52,0.16666666666666666
3311,27,4,56,0.1794871794871795
3311,26,2,58,0.1858974358974359
3311,25,2,60,0.19230769230769232
3311,24,6,66,0.21153846153846154
3311,23,2,68,0.21794871794871795
3311,21,1,69,0.22115384615384615
3311,20,2,71,0.22756410256410256
3311,19,3,74,0.23717948717948717
3311,18,7,81,0.25961538461538464
3311,17,2,83,0.266025641025641
3311,16,9,92,0.2948717948717949
3311,15,7,99,0.3173076923076923
3311,14,3,102,0.3269230769230769
3311,13,13,115,0.3685897435897436
3311,12,6,121,0.38782051282051283
3311,11,4,125,0.40064102564102566
3311,10,4,129,0.41346153846153844
3311,9,9,138,0.4423076923076923
3311,8,5,143,0.4583333333333333
3311,7,7,150,0.4807692307692308
3311,6,13,163,0.5224358974358975
3311,5,26,189,0.6057692307692307
3311,4,14,203,0.6506410256410257
3311,3,32,235,0.7532051282051282
3311,2,53,288,0.9230769230769231
3311,1,6,294,0.9423076923076923
3311,0,18,312,1.0
3314,28,1,1,0.024390243902439025
3314,24,1,2,0.04878048780487805
3314,16,1,3,0.07317073170731707
3314,12,1,4,0.0975609756097561
3314,10,1,5,0.12195121951219512
3314,8,1,6,0.14634146341463414
3314,4,3,9,0.21951219512195122
3314,3,8,17,0.4146341463414634
3314,2,6,23,0.5609756097560976
3314,1,11,34,0.8292682926829268
3314,0,7,41,1.0
3319,83,2,2,0.025
3319,82,1,3,0.0375
3319,53,1,4,0.05
3319,49,2,6,0.075
3319,44,1,7,0.0875
3319,42,1,8,0.1
3319,41,1,9,0.1125
3319,39,1,10,0.125
3319,36,1,11,0.1375
3319,33,1,12,0.15
3319,30,3,15,0.1875
3319,29,1,16,0.2
3319,27,2,18,0.225
3319,26,1,19,0.2375
3319,25,1,20,0.25
3319,24,1,21,0.2625
3319,21,1,22,0.275
3319,20,1,23,0.2875
3319,18,5,28,0.35
3319,17,1,29,0.3625
3319,15,5,34,0.425
3319,12,1,35,0.4375
3319,10,4,39,0.4875
3319,8,3,42,0.525
3319,7,2,44,0.55
3319,6,4,48,0.6
3319,5,1,49,0.6125
3319,4,5,54,0.675
3319,3,2,56,0.7
3319,2,8,64,0.8
3319,1,11,75,0.9375
3319,0,5,80,1.0
3320,83,1,1,0.025
3320,82,1,2,0.05
3320,73,2,4,0.1
3320,69,1,5,0.125
3320,59,1,6,0.15
3320,54,1,7,0.175
3320,47,1,8,0.2
3320,41,1,9,0.225
3320,38,1,10,0.25
3320,34,1,11,0.275
3320,31,1,12,0.3
3320,25,1,13,0.325
3320,24,1,14,0.35
3320,23,1,15,0.375
3320,20,2,17,0.425
3320,17,1,18,0.45
3320,11,2,20,0.5
3320,9,1,21,0.525
3320,8,1,22,0.55
3320,7,2,24,0.6
3320,6,2,26,0.65
3320,4,1,27,0.675
3320,3,3,30,0.75
3320,2,2,32,0.8
3320,1,2,34,0.85
3320,0,6,40,1.0
3321,40,1,1,0.08333333333333333
3321,30,2,3,0.25
3321,16,1,4,0.3333333333333333
3321,15,1,5,0.4166666666666667
3321,4,1,6,0.5
3321,2,1,7,0.5833333333333334
3321,1,2,9,0.75
3321,0,3,12,1.0
3322,86,1,1,0.02127659574468085
3322,65,1,2,0.0425531914893617
3322,41,1,3,0.06382978723404255
3322,34,1,4,0.0851063829787234
3322,32,1,5,0.10638297872340426
3322,26,1,6,0.1276595744680851
3322,23,1,7,0.14893617021276595
3322,22,1,8,0.1702127659574468
3322,21,1,9,0.19148936170212766
3322,19,1,10,0.2127659574468085
3322,17,1,11,0.23404255319148937
3322,16,1,12,0.2553191489361702
3322,15,1,13,0.2765957446808511
3322,14,1,14,0.2978723404255319
3322,12,1,15,0.3191489361702128
3322,10,1,16,0.3404255319148936
3322,9,1,17,0.3617021276595745
3322,8,1,18,0.3829787234042553
3322,7,1,19,0.40425531914893614
3322,6,4,23,0.48936170212765956
3322,4,3,26,0.5531914893617021
3322,3,2,28,0.5957446808510638
3322,2,2,30,0.6382978723404256
3322,1,8,38,0.8085106382978723
3322,0,9,47,1.0
3323,87,3,3,0.05084745762711865
3323,82,1,4,0.06779661016949153
3323,81,1,5,0.0847457627118644
3323,54,2,7,0.11864406779661017
3323,48,1,8,0.13559322033898305
3323,43,1,9,0.15254237288135594
3323,29,1,10,0.1694915254237288
3323,28,1,11,0.1864406779661017
3323,26,1,12,0.2033898305084746
3323,20,2,14,0.23728813559322035
3323,19,1,15,0.2542372881355932
3323,18,3,18,0.3050847457627119
3323,12,4,22,0.3728813559322034
3323,10,1,23,0.3898305084745763
3323,9,2,25,0.423728813559322
3323,7,3,28,0.4745762711864407
3323,6,2,30,0.5084745762711864
3323,5,4,34,0.576271186440678
3323,3,1,35,0.5932203389830508
3323,2,6,41,0.6949152542372882
3323,1,13,54,0.9152542372881356
3323,0,5,59,1.0
3324,84,1,1,0.015625
3324,78,1,2,0.03125
3324,55,1,3,0.046875
3324,53,1,4,0.0625
3324,31,1,5,0.078125
3324,30,2,7,0.109375
3324,28,1,8,0.125
3324,22,2,10,0.15625
3324,16,1,11,0.171875
3324,8,2,13,0.203125
3324,7,1,14,0.21875
3324,6,2,16,0.25
3324,5,1,17,0.265625
3324,4,3,20,0.3125
3324,3,1,21,0.328125
3324,2,1,22,0.34375
3324,1,9,31,0.484375
3324,0,33,64,1.0
3325,94,1,1,0.017241379310344827
3325,82,1,2,0.034482758620689655
3325,26,1,3,0.05172413793103448
3325,9,2,5,0.08620689655172414
3325,8,1,6,0.10344827586206896
3325,7,1,7,0.1206896551724138
3325,6,1,8,0.13793103448275862
3325,5,1,9,0.15517241379310345
3325,4,1,10,0.1724137931034483
3325,3,4,14,0.2413793103448276
3325,2,7,21,0.3620689655172414
3325,1,5,26,0.4482758620689655
3325,0,32,58,1.0
3326,95,1,1,0.005376344086021506
3326,83,1,2,0.010752688172043012
3326,82,1,3,0.016129032258064516
3326,64,1,4,0.021505376344086023
3326,37,1,5,0.026881720430107527
3326,11,1,6,0.03225806451612903
3326,10,1,7,0.03763440860215054
3326,9,4,11,0.05913978494623656
3326,8,1,12,0.06451612903225806
3326,6,2,14,0.07526881720430108
3326,5,3,17,0.0913978494623656
3326,4,2,19,0.10215053763440861
3326,3,6,25,0.13440860215053763
3326,2,5,30,0.16129032258064516
3326,1,33,63,0.3387096774193548
3326,0,123,186,1.0
3327,103,1,1,0.006024096385542169
3327,85,1,2,0.012048192771084338
3327,63,1,3,0.018072289156626505
3327,55,1,4,0.024096385542168676
3327,51,1,5,0.030120481927710843
3327,49,1,6,0.03614457831325301
3327,48,1,7,0.04216867469879518
3327,45,1,8,0.04819277108433735
3327,44,1,9,0.05421686746987952
3327,40,1,10,0.060240963855421686
3327,36,1,11,0.06626506024096386
3327,33,4,15,0.09036144578313253
3327,32,1,16,0.0963855421686747
3327,29,3,19,0.1144578313253012
3327,28,3,22,0.13253012048192772
3327,24,1,23,0.13855421686746988
3327,22,1,24,0.14457831325301204
3327,21,2,26,0.1566265060240964
3327,18,6,32,0.1927710843373494
3327,17,2,34,0.20481927710843373
3327,16,1,35,0.21084337349397592
3327,15,3,38,0.2289156626506024
3327,14,1,39,0.23493975903614459
3327,13,5,44,0.26506024096385544
3327,12,4,48,0.2891566265060241
3327,11,1,49,0.29518072289156627
3327,10,1,50,0.30120481927710846
3327,9,3,53,0.3192771084337349
3327,8,4,57,0.3433734939759036
3327,7,4,61,0.3674698795180723
3327,6,7,68,0.40963855421686746
3327,5,16,84,0.5060240963855421
3327,4,6,90,0.5421686746987951
3327,3,27,117,0.7048192771084337
3327,2,30,147,0.8855421686746988
3327,1,5,152,0.9156626506024096
3327,0,14,166,1.0
3328,109,1,1,0.003703703703703704
3328,108,1,2,0.007407407407407408
3328,107,1,3,0.011111111111111112
3328,95,1,4,0.014814814814814815
3328,84,2,6,0.022222222222222223
3328,83,1,7,0.025925925925925925
3328,77,1,8,0.02962962962962963
3328,71,2,10,0.037037037037037035
3328,68,1,11,0.040740740740740744
3328,56,1,12,0.044444444444444446
3328,53,1,13,0.04814814814814815
3328,52,3,16,0.05925925925925926
3328,51,2,18,0.06666666666666667
3328,49,1,19,0.07037037037037037
3328,44,1,20,0.07407407407407407
3328,39,1,21,0.07777777777777778
3328,38,1,22,0.08148148148148149
3328,37,3,25,0.09259259259259259
3328,36,2,27,0.1
3328,35,5,32,0.11851851851851852
3328,33,2,34,0.1259259259259259
3328,32,2,36,0.13333333333333333
3328,31,1,37,0.13703703703703704
3328,29,1,38,0.14074074074074075
3328,28,5,43,0.15925925925925927
3328,27,5,48,0.17777777777777778
3328,26,2,50,0.18518518518518517
3328,25,1,51,0.18888888888888888
3328,24,3,54,0.2
3328,23,2,56,0.2074074074074074
3328,22,3,59,0.21851851851851853
3328,21,2,61,0.22592592592592592
3328,20,2,63,0.23333333333333334
3328,19,1,64,0.23703703703703705
3328,18,2,66,0.24444444444444444
3328,17,4,70,0.25925925925925924
3328,16,2,72,0.26666666666666666
3328,15,2,74,0.2740740740740741
3328,14,5,79,0.29259259259259257
3328,12,3,82,0.3037037037037037
3328,11,9,91,0.337037037037037
3328,10,4,95,0.35185185185185186
3328,9,3,98,0.362962962962963
3328,8,2,100,0.37037037037037035
3328,7,4,104,0.3851851851851852
3328,6,11,115,0.42592592592592593
3328,5,14,129,0.4777777777777778
3328,4,22,151,0.5592592592592592
3328,3,41,192,0.7111111111111111
3328,2,40,232,0.8592592592592593
3328,1,16,248,0.9185185185185185
3328,0,22,270,1.0
3329,111,1,1,0.004329004329004329
3329,97,1,2,0.008658008658008658
3329,95,1,3,0.012987012987012988
3329,45,2,5,0.021645021645021644
3329,44,1,6,0.025974025974025976
3329,43,1,7,0.030303030303030304
3329,40,1,8,0.03463203463203463
3329,39,1,9,0.03896103896103896
3329,37,2,11,0.047619047619047616
3329,36,2,13,0.05627705627705628
3329,35,1,14,0.06060606060606061
3329,33,2,16,0.06926406926406926
3329,32,3,19,0.08225108225108226
3329,31,1,20,0.08658008658008658
3329,29,2,22,0.09523809523809523
3329,28,4,26,0.11255411255411256
3329,27,2,28,0.12121212121212122
3329,26,1,29,0.12554112554112554
3329,24,1,30,0.12987012987012986
3329,23,1,31,0.1341991341991342
3329,22,3,34,0.1471861471861472
3329,21,2,36,0.15584415584415584
3329,20,2,38,0.1645021645021645
3329,19,1,39,0.16883116883116883
3329,18,5,44,0.19047619047619047
3329,17,4,48,0.2077922077922078
3329,16,2,50,0.21645021645021645
3329,15,1,51,0.22077922077922077
3329,14,1,52,0.22510822510822512
3329,13,8,60,0.2597402597402597
3329,12,4,64,0.27705627705627706
3329,11,8,72,0.3116883116883117
3329,10,5,77,0.3333333333333333
3329,9,3,80,0.3463203463203463
3329,8,8,88,0.38095238095238093
3329,7,12,100,0.4329004329004329
3329,6,3,103,0.4458874458874459
3329,5,13,116,0.5021645021645021
3329,4,20,136,0.5887445887445888
3329,3,29,165,0.7142857142857143
3329,2,41,206,0.8917748917748918
3329,1,11,217,0.9393939393939394
3329,0,14,231,1.0
3330,115,1,1,0.002770083102493075
3330,109,1,2,0.00554016620498615
3330,100,1,3,0.008310249307479225
3330,90,1,4,0.0110803324099723
3330,87,1,5,0.013850415512465374
3330,80,1,6,0.01662049861495845
