tid,T,daily_regs,cum_regs,cum_pct
2512,83,1,10,0.02557544757033248
2512,81,2,12,0.030690537084398978
2512,79,1,13,0.03324808184143223
2512,76,1,14,0.03580562659846547
2512,73,1,15,0.03836317135549872
2512,62,2,17,0.043478260869565216
2512,61,1,18,0.04603580562659847
2512,60,2,20,0.05115089514066496
2512,58,2,22,0.056265984654731455
2512,57,1,23,0.058823529411764705
2512,56,1,24,0.061381074168797956
2512,55,1,25,0.0639386189258312
2512,54,2,27,0.06905370843989769
2512,51,1,28,0.07161125319693094
2512,48,3,31,0.0792838874680307
2512,47,2,33,0.08439897698209718
2512,46,1,34,0.08695652173913043
2512,44,1,35,0.08951406649616368
2512,42,2,37,0.09462915601023018
2512,41,1,38,0.09718670076726342
2512,40,2,40,0.10230179028132992
2512,39,2,42,0.10741687979539642
2512,38,4,46,0.11764705882352941
2512,37,1,47,0.12020460358056266
2512,34,1,48,0.12276214833759591
2512,33,4,52,0.1329923273657289
2512,32,1,53,0.13554987212276215
2512,31,3,56,0.1432225063938619
2512,30,2,58,0.1483375959079284
2512,28,3,61,0.15601023017902813
2512,27,2,63,0.16112531969309463
2512,26,4,67,0.17135549872122763
2512,25,5,72,0.18414322250639387
2512,24,3,75,0.1918158567774936
2512,22,3,78,0.19948849104859334
2512,21,3,81,0.2071611253196931
2512,20,3,84,0.21483375959079284
2512,19,5,89,0.22762148337595908
2512,18,5,94,0.24040920716112532
2512,16,2,96,0.24552429667519182
2512,15,8,104,0.2659846547314578
2512,14,3,107,0.27365728900255754
2512,13,3,110,0.2813299232736573
2512,12,3,113,0.289002557544757
2512,11,6,119,0.30434782608695654
2512,10,7,126,0.32225063938618925
2512,9,8,134,0.34271099744245526
2512,8,7,141,0.36061381074168797
2512,7,10,151,0.38618925831202044
2512,6,17,168,0.4296675191815857
2512,5,21,189,0.4833759590792839
2512,4,36,225,0.5754475703324808
2512,3,35,260,0.6649616368286445
2512,2,67,327,0.8363171355498721
2512,1,19,346,0.8849104859335039
2512,0,37,383,0.979539641943734
2514,17,1,1,0.030303030303030304
2514,15,1,2,0.06060606060606061
2514,9,1,3,0.09090909090909091
2514,7,1,4,0.12121212121212122
2514,5,1,5,0.15151515151515152
2514,4,3,8,0.24242424242424243
2514,3,1,9,0.2727272727272727
2514,2,2,11,0.3333333333333333
2514,1,19,30,0.9090909090909091
2514,0,3,33,1.0
2546,8,1,1,0.015873015873015872
2546,6,2,3,0.047619047619047616
2546,4,1,4,0.06349206349206349
2546,3,3,7,0.1111111111111111
2546,2,9,16,0.25396825396825395
2546,1,26,42,0.6666666666666666
2546,0,19,61,0.9682539682539683
2547,118,1,1,0.0021141649048625794
2547,94,1,2,0.004228329809725159
2547,93,2,4,0.008456659619450317
2547,82,1,5,0.010570824524312896
2547,73,1,6,0.012684989429175475
2547,71,1,7,0.014799154334038054
2547,68,1,8,0.016913319238900635
2547,67,1,9,0.019027484143763214
2547,66,1,10,0.021141649048625793
2547,65,1,11,0.023255813953488372
2547,62,2,13,0.02748414376321353
2547,61,1,14,0.02959830866807611
2547,59,2,16,0.03382663847780127
2547,52,1,17,0.035940803382663845
2547,48,1,18,0.03805496828752643
2547,47,2,20,0.042283298097251586
2547,46,3,23,0.048625792811839326
2547,45,4,27,0.05708245243128964
2547,42,2,29,0.0613107822410148
2547,41,1,30,0.06342494714587738
2547,40,3,33,0.06976744186046512
2547,39,4,37,0.07822410147991543
2547,37,1,38,0.080338266384778
2547,36,2,40,0.08456659619450317
2547,35,2,42,0.08879492600422834
2547,34,4,46,0.09725158562367865
2547,33,5,51,0.10782241014799154
2547,31,3,54,0.11416490486257928
2547,30,2,56,0.11839323467230443
2547,29,3,59,0.12473572938689217
2547,27,1,60,0.12684989429175475
2547,25,7,67,0.1416490486257928
2547,24,3,70,0.14799154334038056
2547,23,2,72,0.1522198731501057
2547,22,2,74,0.15644820295983086
2547,21,6,80,0.16913319238900634
2547,20,1,81,0.17124735729386892
2547,19,1,82,0.1733615221987315
2547,18,1,83,0.17547568710359407
2547,17,2,85,0.17970401691331925
2547,16,6,91,0.19238900634249473
2547,15,7,98,0.20718816067653276
2547,14,9,107,0.226215644820296
2547,13,10,117,0.24735729386892177
2547,12,13,130,0.2748414376321353
2547,11,12,142,0.30021141649048627
2547,10,11,153,0.32346723044397463
2547,9,5,158,0.33403805496828753
2547,8,12,170,0.3594080338266385
2547,7,18,188,0.3974630021141649
2547,6,24,212,0.44820295983086683
2547,5,26,238,0.5031712473572939
2547,4,54,292,0.6173361522198731
2547,3,101,393,0.8308668076109936
2547,2,22,415,0.8773784355179705
2547,1,33,448,0.9471458773784355
2547,0,8,456,0.9640591966173362
2550,26,1,1,0.018518518518518517
2550,22,1,2,0.037037037037037035
2550,15,2,4,0.07407407407407407
2550,14,1,5,0.09259259259259259
2550,12,1,6,0.1111111111111111
2550,11,1,7,0.12962962962962962
2550,8,2,9,0.16666666666666666
2550,7,1,10,0.18518518518518517
2550,6,1,11,0.2037037037037037
2550,4,3,14,0.25925925925925924
2550,3,5,19,0.35185185185185186
2550,2,7,26,0.48148148148148145
2550,1,21,47,0.8703703703703703
2550,0,7,54,1.0
2565,20,1,1,0.0196078431372549
2565,18,2,3,0.058823529411764705
2565,9,1,4,0.0784313725490196
2565,7,1,5,0.09803921568627451
2565,6,1,6,0.11764705882352941
2565,5,1,7,0.13725490196078433
2565,4,3,10,0.19607843137254902
2565,3,1,11,0.21568627450980393
2565,2,10,21,0.4117647058823529
2565,1,19,40,0.7843137254901961
2565,0,11,51,1.0
2566,96,1,1,0.0034129692832764505
2566,90,1,2,0.006825938566552901
2566,88,1,3,0.010238907849829351
2566,85,2,5,0.017064846416382253
2566,77,2,7,0.023890784982935155
2566,73,1,8,0.027303754266211604
2566,69,2,10,0.034129692832764506
2566,64,1,11,0.03754266211604096
2566,63,1,12,0.040955631399317405
2566,62,2,14,0.04778156996587031
2566,60,1,15,0.051194539249146756
2566,58,2,17,0.05802047781569966
2566,56,1,18,0.06143344709897611
2566,54,1,19,0.06484641638225255
2566,49,1,20,0.06825938566552901
2566,48,1,21,0.07167235494880546
2566,47,3,24,0.08191126279863481
2566,46,1,25,0.08532423208191127
2566,45,1,26,0.08873720136518772
2566,44,1,27,0.09215017064846416
2566,43,1,28,0.09556313993174062
2566,42,1,29,0.09897610921501707
2566,41,1,30,0.10238907849829351
2566,39,2,32,0.10921501706484642
2566,37,2,34,0.11604095563139932
2566,35,2,36,0.12286689419795221
2566,29,1,37,0.12627986348122866
2566,27,3,40,0.13651877133105803
2566,26,2,42,0.14334470989761092
2566,25,1,43,0.14675767918088736
2566,23,1,44,0.15017064846416384
2566,22,3,47,0.16040955631399317
2566,21,2,49,0.16723549488054607
2566,20,4,53,0.18088737201365188
2566,19,1,54,0.18430034129692832
2566,18,2,56,0.19112627986348124
2566,17,1,57,0.1945392491467577
2566,16,3,60,0.20477815699658702
2566,15,2,62,0.21160409556313994
2566,14,6,68,0.23208191126279865
2566,13,3,71,0.24232081911262798
2566,12,19,90,0.30716723549488056
2566,11,10,100,0.3412969283276451
2566,10,6,106,0.36177474402730375
2566,9,9,115,0.3924914675767918
2566,8,8,123,0.4197952218430034
2566,7,11,134,0.45733788395904434
2566,6,19,153,0.5221843003412969
2566,5,21,174,0.5938566552901023
2566,4,40,214,0.7303754266211604
2566,3,36,250,0.8532423208191127
2566,2,14,264,0.9010238907849829
2566,1,10,274,0.9351535836177475
2566,0,6,280,0.9556313993174061
2568,68,1,1,0.0041841004184100415
2568,66,2,3,0.012552301255230125
2568,63,1,4,0.016736401673640166
2568,61,1,5,0.02092050209205021
2568,57,1,6,0.02510460251046025
2568,49,3,9,0.03765690376569038
2568,47,1,10,0.04184100418410042
2568,44,1,11,0.04602510460251046
2568,42,1,12,0.0502092050209205
2568,39,1,13,0.05439330543933055
2568,37,1,14,0.058577405857740586
2568,33,1,15,0.06276150627615062
2568,31,5,20,0.08368200836820083
2568,27,1,21,0.08786610878661087
2568,24,1,22,0.09205020920502092
2568,20,1,23,0.09623430962343096
2568,19,1,24,0.100418410041841
2568,18,1,25,0.10460251046025104
2568,17,1,26,0.1087866108786611
2568,16,2,28,0.11715481171548117
2568,12,1,29,0.12133891213389121
2568,11,1,30,0.12552301255230125
2568,10,2,32,0.13389121338912133
2568,9,1,33,0.13807531380753138
2568,8,2,35,0.14644351464435146
2568,7,2,37,0.15481171548117154
2568,6,5,42,0.17573221757322174
2568,5,1,43,0.1799163179916318
2568,4,2,45,0.18828451882845187
2568,3,7,52,0.2175732217573222
2568,2,3,55,0.2301255230125523
2568,1,21,76,0.3179916317991632
2568,0,161,237,0.9916317991631799
2569,119,2,2,0.004694835680751174
2569,108,1,3,0.007042253521126761
2569,106,2,5,0.011737089201877934
2569,97,1,6,0.014084507042253521
2569,92,2,8,0.018779342723004695
2569,89,1,9,0.02112676056338028
2569,82,2,11,0.025821596244131457
2569,75,1,12,0.028169014084507043
2569,74,1,13,0.03051643192488263
2569,70,2,15,0.035211267605633804
2569,67,1,16,0.03755868544600939
2569,65,1,17,0.03990610328638498
2569,64,1,18,0.04225352112676056
2569,63,2,20,0.046948356807511735
2569,57,2,22,0.051643192488262914
2569,56,1,23,0.0539906103286385
2569,53,1,24,0.056338028169014086
2569,51,1,25,0.05868544600938967
2569,49,1,26,0.06103286384976526
2569,48,2,28,0.06572769953051644
2569,46,2,30,0.07042253521126761
2569,45,1,31,0.07276995305164319
2569,43,3,34,0.07981220657276995
2569,42,1,35,0.08215962441314555
2569,41,1,36,0.08450704225352113
2569,40,1,37,0.08685446009389672
2569,39,1,38,0.0892018779342723
2569,38,3,41,0.09624413145539906
2569,37,4,45,0.1056338028169014
2569,36,7,52,0.12206572769953052
2569,35,3,55,0.12910798122065728
2569,34,1,56,0.13145539906103287
2569,33,3,59,0.13849765258215962
2569,32,7,66,0.15492957746478872
2569,31,1,67,0.1572769953051643
2569,30,4,71,0.16666666666666666
2569,29,5,76,0.1784037558685446
2569,28,2,78,0.18309859154929578
2569,26,3,81,0.19014084507042253
2569,25,5,86,0.20187793427230047
2569,24,10,96,0.22535211267605634
2569,23,12,108,0.2535211267605634
2569,22,3,111,0.2605633802816901
2569,21,9,120,0.28169014084507044
2569,20,4,124,0.29107981220657275
2569,19,14,138,0.323943661971831
2569,18,17,155,0.36384976525821594
2569,17,9,164,0.38497652582159625
2569,16,6,170,0.39906103286384975
2569,15,3,173,0.4061032863849765
2569,14,4,177,0.4154929577464789
2569,13,7,184,0.431924882629108
2569,12,14,198,0.4647887323943662
2569,11,6,204,0.4788732394366197
2569,10,6,210,0.49295774647887325
2569,9,11,221,0.5187793427230047
2569,8,8,229,0.5375586854460094
2569,7,10,239,0.5610328638497653
2569,6,15,254,0.596244131455399
2569,5,17,271,0.636150234741784
2569,4,25,296,0.6948356807511737
2569,3,38,334,0.784037558685446
2569,2,44,378,0.8873239436619719
2569,1,22,400,0.9389671361502347
2569,0,12,412,0.9671361502347418
2572,18,1,1,0.0136986301369863
2572,15,1,2,0.0273972602739726
2572,7,2,4,0.0547945205479452
2572,5,2,6,0.0821917808219178
2572,4,2,8,0.1095890410958904
2572,3,10,18,0.2465753424657534
2572,2,6,24,0.3287671232876712
2572,1,24,48,0.6575342465753424
2572,0,25,73,1.0
2604,109,1,1,0.002890173410404624
2604,107,1,2,0.005780346820809248
2604,104,1,3,0.008670520231213872
2604,94,3,6,0.017341040462427744
2604,63,2,8,0.023121387283236993
2604,62,2,10,0.028901734104046242
2604,61,1,11,0.031791907514450865
2604,57,1,12,0.03468208092485549
2604,54,1,13,0.03757225433526012
2604,53,1,14,0.04046242774566474
2604,52,2,16,0.046242774566473986
2604,50,2,18,0.05202312138728324
2604,48,2,20,0.057803468208092484
2604,45,1,21,0.06069364161849711
2604,44,1,22,0.06358381502890173
2604,40,2,24,0.06936416184971098
2604,39,3,27,0.07803468208092486
2604,37,3,30,0.08670520231213873
2604,35,3,33,0.0953757225433526
2604,34,1,34,0.09826589595375723
2604,33,1,35,0.10115606936416185
2604,32,3,38,0.10982658959537572
2604,31,3,41,0.11849710982658959
2604,30,2,43,0.12427745664739884
2604,29,1,44,0.12716763005780346
2604,28,1,45,0.13005780346820808
2604,27,3,48,0.13872832369942195
2604,26,5,53,0.1531791907514451
2604,25,4,57,0.16473988439306358
2604,23,4,61,0.17630057803468208
2604,22,1,62,0.1791907514450867
2604,21,3,65,0.18786127167630057
2604,20,5,70,0.2023121387283237
2604,19,1,71,0.20520231213872833
2604,18,4,75,0.21676300578034682
2604,17,1,76,0.21965317919075145
2604,16,8,84,0.24277456647398843
2604,15,7,91,0.2630057803468208
2604,14,2,93,0.26878612716763006
2604,13,9,102,0.2947976878612717
2604,12,7,109,0.315028901734104
2604,11,7,116,0.3352601156069364
2604,10,10,126,0.36416184971098264
2604,9,8,134,0.3872832369942196
2604,8,14,148,0.4277456647398844
2604,7,9,157,0.45375722543352603
2604,6,9,166,0.4797687861271676
2604,5,25,191,0.5520231213872833
2604,4,27,218,0.630057803468208
2604,3,46,264,0.7630057803468208
2604,2,35,299,0.8641618497109826
2604,1,15,314,0.9075144508670521
2604,0,22,336,0.9710982658959537
2605,10,1,1,0.02
2605,8,1,2,0.04
2605,5,2,4,0.08
2605,4,2,6,0.12
2605,3,1,7,0.14
2605,2,6,13,0.26
2605,1,21,34,0.68
2605,0,15,49,0.98
2606,113,1,1,0.0006459948320413437
2606,108,1,2,0.0012919896640826874
2606,102,1,3,0.001937984496124031
2606,100,2,5,0.003229974160206718
2606,97,1,6,0.003875968992248062
2606,93,2,8,0.00516795865633075
2606,92,1,9,0.005813953488372093
2606,91,1,10,0.006459948320413436
2606,88,4,14,0.00904392764857881
2606,87,10,24,0.015503875968992248
2606,86,1,25,0.01614987080103359
2606,85,4,29,0.018733850129198967
2606,84,4,33,0.02131782945736434
2606,83,1,34,0.021963824289405683
2606,82,2,36,0.023255813953488372
2606,81,3,39,0.025193798449612403
2606,80,2,41,0.02648578811369509
2606,78,2,43,0.027777777777777776
2606,77,2,45,0.029069767441860465
2606,76,6,51,0.03294573643410853
2606,74,2,53,0.034237726098191215
2606,73,1,54,0.03488372093023256
2606,72,1,55,0.0355297157622739
2606,70,3,58,0.037467700258397935
2606,69,2,60,0.03875968992248062
2606,68,1,61,0.03940568475452196
2606,67,6,67,0.043281653746770024
2606,66,12,79,0.05103359173126615
2606,65,9,88,0.056847545219638244
2606,64,12,100,0.06459948320413436
2606,63,7,107,0.06912144702842377
2606,62,6,113,0.07299741602067183
2606,61,6,119,0.07687338501291989
2606,60,12,131,0.08462532299741603
2606,59,11,142,0.0917312661498708
2606,58,6,148,0.09560723514211886
2606,57,6,154,0.09948320413436693
2606,56,5,159,0.10271317829457365
2606,55,4,163,0.10529715762273902
2606,54,5,168,0.10852713178294573
2606,53,13,181,0.11692506459948321
2606,52,14,195,0.12596899224806202
2606,51,8,203,0.13113695090439276
2606,50,11,214,0.13824289405684753
2606,49,13,227,0.146640826873385
2606,48,6,233,0.15051679586563307
2606,47,7,240,0.15503875968992248
2606,46,13,253,0.16343669250645995
2606,45,8,261,0.1686046511627907
2606,44,10,271,0.17506459948320413
2606,43,9,280,0.18087855297157623
2606,42,7,287,0.18540051679586564
2606,41,9,296,0.19121447028423771
2606,40,12,308,0.19896640826873385
2606,39,22,330,0.2131782945736434
2606,38,11,341,0.2202842377260982
2606,37,14,355,0.229328165374677
2606,36,5,360,0.23255813953488372
2606,35,12,372,0.24031007751937986
2606,34,4,376,0.24289405684754523
2606,33,8,384,0.24806201550387597
2606,32,10,394,0.25452196382428943
2606,31,19,413,0.26679586563307495
2606,30,34,447,0.28875968992248063
2606,29,24,471,0.30426356589147285
2606,28,25,496,0.32041343669250644
2606,27,15,511,0.3301033591731266
2606,26,19,530,0.3423772609819121
2606,25,22,552,0.35658914728682173
2606,24,44,596,0.3850129198966408
2606,23,44,640,0.4134366925064599
2606,22,102,742,0.479328165374677
2606,21,113,855,0.5523255813953488
2606,20,145,1000,0.6459948320413437
2606,19,33,1033,0.667312661498708
2606,18,20,1053,0.6802325581395349
2606,17,68,1121,0.7241602067183462
2606,16,30,1151,0.7435400516795866
2606,15,73,1224,0.7906976744186046
2606,14,28,1252,0.8087855297157622
2606,13,23,1275,0.8236434108527132
2606,12,22,1297,0.8378552971576227
2606,11,34,1331,0.8598191214470284
2606,10,32,1363,0.8804909560723514
2606,9,27,1390,0.8979328165374677
2606,8,22,1412,0.9121447028423773
2606,7,20,1432,0.9250645994832042
2606,6,14,1446,0.9341085271317829
2606,5,1,1447,0.9347545219638242
2606,4,13,1460,0.9431524547803618
2606,3,10,1470,0.9496124031007752
2606,2,5,1475,0.9528423772609819
2606,1,8,1483,0.9580103359173127
2606,0,8,1491,0.9631782945736435
2607,96,1,1,0.0038910505836575876
2607,80,1,2,0.007782101167315175
2607,78,1,3,0.011673151750972763
2607,77,1,4,0.01556420233463035
2607,75,1,5,0.019455252918287938
2607,65,1,6,0.023346303501945526
2607,63,3,9,0.03501945525291829
2607,57,1,10,0.038910505836575876
2607,54,3,13,0.05058365758754864
2607,53,2,15,0.058365758754863814
2607,51,1,16,0.0622568093385214
2607,49,1,17,0.06614785992217899
2607,48,3,20,0.07782101167315175
2607,45,1,21,0.08171206225680934
2607,44,1,22,0.08560311284046693
2607,42,1,23,0.08949416342412451
2607,41,2,25,0.09727626459143969
2607,40,3,28,0.10894941634241245
2607,38,1,29,0.11284046692607004
2607,35,1,30,0.11673151750972763
2607,33,2,32,0.1245136186770428
2607,30,1,33,0.12840466926070038
2607,28,3,36,0.14007782101167315
2607,27,1,37,0.14396887159533073
2607,26,2,39,0.1517509727626459
2607,25,3,42,0.16342412451361868
2607,24,2,44,0.17120622568093385
2607,23,2,46,0.17898832684824903
2607,22,1,47,0.1828793774319066
2607,20,1,48,0.1867704280155642
2607,19,3,51,0.19844357976653695
2607,18,3,54,0.21011673151750973
2607,17,5,59,0.22957198443579765
2607,16,6,65,0.2529182879377432
2607,15,1,66,0.25680933852140075
2607,14,3,69,0.26848249027237353
2607,13,6,75,0.2918287937743191
2607,12,6,81,0.3151750972762646
2607,11,4,85,0.33073929961089493
2607,10,6,91,0.3540856031128405
2607,9,3,94,0.3657587548638132
2607,8,4,98,0.38132295719844356
2607,7,10,108,0.42023346303501946
2607,6,10,118,0.4591439688715953
2607,5,12,130,0.5058365758754864
2607,4,8,138,0.5369649805447471
2607,3,25,163,0.6342412451361867
2607,2,58,221,0.8599221789883269
2607,1,9,230,0.8949416342412452
2607,0,14,244,0.9494163424124513
2608,89,2,2,0.007575757575757576
2608,79,1,3,0.011363636363636364
2608,71,1,4,0.015151515151515152
2608,70,1,5,0.01893939393939394
2608,69,1,6,0.022727272727272728
2608,68,2,8,0.030303030303030304
2608,67,2,10,0.03787878787878788
2608,65,2,12,0.045454545454545456
2608,64,1,13,0.04924242424242424
2608,63,1,14,0.05303030303030303
2608,62,1,15,0.056818181818181816
2608,61,1,16,0.06060606060606061
2608,60,1,17,0.06439393939393939
2608,54,3,20,0.07575757575757576
2608,53,2,22,0.08333333333333333
2608,51,1,23,0.08712121212121213
2608,50,3,26,0.09848484848484848
2608,49,1,27,0.10227272727272728
2608,47,1,28,0.10606060606060606
2608,46,1,29,0.10984848484848485
2608,45,1,30,0.11363636363636363
2608,44,2,32,0.12121212121212122
2608,43,2,34,0.12878787878787878
2608,42,1,35,0.13257575757575757
2608,41,2,37,0.14015151515151514
2608,39,1,38,0.14393939393939395
2608,37,2,40,0.15151515151515152
2608,36,1,41,0.1553030303030303
2608,35,1,42,0.1590909090909091
2608,34,2,44,0.16666666666666666
2608,31,2,46,0.17424242424242425
2608,30,1,47,0.17803030303030304
2608,28,2,49,0.1856060606060606
2608,27,1,50,0.1893939393939394
2608,26,1,51,0.19318181818181818
2608,25,3,54,0.20454545454545456
2608,24,3,57,0.2159090909090909
2608,23,1,58,0.2196969696969697
2608,22,2,60,0.22727272727272727
2608,21,4,64,0.24242424242424243
2608,20,1,65,0.24621212121212122
2608,19,2,67,0.2537878787878788
2608,18,4,71,0.2689393939393939
2608,17,2,73,0.2765151515151515
2608,16,5,78,0.29545454545454547
2608,15,6,84,0.3181818181818182
2608,14,1,85,0.32196969696969696
2608,13,6,91,0.3446969696969697
2608,12,3,94,0.3560606060606061
2608,11,3,97,0.36742424242424243
2608,10,1,98,0.3712121212121212
2608,9,5,103,0.39015151515151514
2608,8,3,106,0.4015151515151515
2608,7,8,114,0.4318181818181818
2608,6,7,121,0.4583333333333333
2608,5,10,131,0.4962121212121212
2608,4,17,148,0.5606060606060606
2608,3,32,180,0.6818181818181818
2608,2,35,215,0.8143939393939394
2608,1,19,234,0.8863636363636364
2608,0,24,258,0.9772727272727273
2609,104,1,1,0.003048780487804878
2609,85,2,3,0.009146341463414634
2609,81,1,4,0.012195121951219513
2609,79,1,5,0.01524390243902439
2609,75,1,6,0.018292682926829267
2609,71,2,8,0.024390243902439025
2609,65,1,9,0.027439024390243903
2609,64,3,12,0.036585365853658534
2609,60,1,13,0.039634146341463415
2609,57,1,14,0.042682926829268296
2609,55,1,15,0.04573170731707317
2609,54,2,17,0.051829268292682924
2609,46,2,19,0.057926829268292686
2609,44,2,21,0.06402439024390244
2609,43,1,22,0.06707317073170732
2609,42,1,23,0.0701219512195122
2609,40,1,24,0.07317073170731707
2609,38,2,26,0.07926829268292683
2609,37,2,28,0.08536585365853659
2609,36,2,30,0.09146341463414634
2609,33,3,33,0.10060975609756098
2609,32,5,38,0.11585365853658537
2609,31,2,40,0.12195121951219512
2609,30,1,41,0.125
2609,29,1,42,0.12804878048780488
2609,28,1,43,0.13109756097560976
2609,26,2,45,0.13719512195121952
2609,25,2,47,0.14329268292682926
2609,24,6,53,0.16158536585365854
2609,23,3,56,0.17073170731707318
2609,22,1,57,0.17378048780487804
2609,21,4,61,0.18597560975609756
2609,20,1,62,0.18902439024390244
2609,19,7,69,0.21036585365853658
2609,18,3,72,0.21951219512195122
2609,17,1,73,0.2225609756097561
2609,16,3,76,0.23170731707317074
2609,15,6,82,0.25
2609,14,7,89,0.27134146341463417
2609,13,3,92,0.2804878048780488
2609,12,7,99,0.3018292682926829
2609,11,8,107,0.32621951219512196
2609,10,3,110,0.3353658536585366
2609,9,10,120,0.36585365853658536
2609,8,8,128,0.3902439024390244
2609,7,9,137,0.4176829268292683
2609,6,4,141,0.4298780487804878
2609,5,15,156,0.47560975609756095
2609,4,30,186,0.5670731707317073
2609,3,36,222,0.676829268292683
2609,2,54,276,0.8414634146341463
2609,1,28,304,0.926829268292683
2609,0,18,322,0.9817073170731707
2610,94,2,2,0.005797101449275362
2610,88,1,3,0.008695652173913044
2610,81,1,4,0.011594202898550725
2610,74,1,5,0.014492753623188406
2610,70,1,6,0.017391304347826087
2610,67,2,8,0.02318840579710145
2610,66,1,9,0.02608695652173913
2610,62,1,10,0.028985507246376812
2610,56,2,12,0.034782608695652174
2610,54,1,13,0.03768115942028986
2610,53,4,17,0.04927536231884058
2610,52,1,18,0.05217391304347826
2610,51,2,20,0.057971014492753624
2610,50,1,21,0.06086956521739131
2610,48,1,22,0.06376811594202898
2610,47,2,24,0.06956521739130435
2610,46,1,25,0.07246376811594203
2610,44,2,27,0.0782608695652174
2610,43,1,28,0.08115942028985507
2610,42,2,30,0.08695652173913043
2610,40,2,32,0.0927536231884058
2610,39,4,36,0.10434782608695652
2610,38,2,38,0.11014492753623188
2610,36,3,41,0.11884057971014493
2610,34,1,42,0.12173913043478261
2610,33,5,47,0.13623188405797101
2610,32,2,49,0.14202898550724638
2610,31,5,54,0.1565217391304348
2610,30,1,55,0.15942028985507245
2610,29,3,58,0.1681159420289855
2610,28,2,60,0.17391304347826086
2610,27,2,62,0.17971014492753623
2610,26,5,67,0.19420289855072465
2610,25,4,71,0.20579710144927535
2610,24,11,82,0.23768115942028986
2610,23,5,87,0.25217391304347825
2610,22,5,92,0.26666666666666666
2610,21,2,94,0.27246376811594203
2610,20,8,102,0.2956521739130435
2610,19,6,108,0.3130434782608696
2610,18,1,109,0.3159420289855073
2610,17,9,118,0.34202898550724636
2610,16,5,123,0.3565217391304348
2610,15,4,127,0.3681159420289855
2610,14,8,135,0.391304347826087
2610,13,9,144,0.41739130434782606
2610,12,5,149,0.4318840579710145
2610,11,1,150,0.43478260869565216
2610,10,7,157,0.45507246376811594
2610,9,3,160,0.463768115942029
2610,8,5,165,0.4782608695652174
2610,7,7,172,0.4985507246376812
2610,6,9,181,0.5246376811594203
2610,5,24,205,0.5942028985507246
2610,4,22,227,0.6579710144927536
2610,3,37,264,0.7652173913043478
2610,2,40,304,0.881159420289855
2610,1,18,322,0.9333333333333333
2610,0,21,343,0.9942028985507246
2611,98,1,1,0.0022471910112359553
2611,97,1,2,0.0044943820224719105
2611,95,1,3,0.006741573033707865
2611,93,1,4,0.008988764044943821
2611,89,1,5,0.011235955056179775
2611,87,1,6,0.01348314606741573
2611,81,2,8,0.017977528089887642
2611,77,2,10,0.02247191011235955
2611,76,1,11,0.024719101123595506
2611,75,1,12,0.02696629213483146
2611,74,2,14,0.03146067415730337
2611,70,1,15,0.033707865168539325
2611,69,3,18,0.04044943820224719
2611,68,2,20,0.0449438202247191
2611,62,1,21,0.04719101123595506
2611,61,1,22,0.04943820224719101
2611,60,1,23,0.051685393258426963
2611,53,1,24,0.05393258426966292
2611,52,1,25,0.056179775280898875
2611,51,3,28,0.06292134831460675
2611,49,1,29,0.0651685393258427
2611,48,2,31,0.0696629213483146
2611,47,1,32,0.07191011235955057
2611,45,1,33,0.07415730337078652
2611,44,1,34,0.07640449438202247
2611,42,3,37,0.08314606741573034
2611,41,1,38,0.0853932584269663
2611,39,1,39,0.08764044943820225
2611,38,2,41,0.09213483146067415
2611,37,1,42,0.09438202247191012
2611,36,8,50,0.11235955056179775
2611,35,5,55,0.12359550561797752
2611,34,3,58,0.1303370786516854
2611,33,3,61,0.13707865168539327
2611,32,2,63,0.14157303370786517
2611,30,5,68,0.15280898876404495
2611,29,2,70,0.15730337078651685
2611,28,4,74,0.1662921348314607
2611,27,2,76,0.1707865168539326
2611,26,4,80,0.1797752808988764
2611,25,4,84,0.18876404494382024
2611,24,9,93,0.20898876404494382
2611,23,9,102,0.2292134831460674
2611,22,3,105,0.23595505617977527
2611,21,8,113,0.2539325842696629
2611,19,6,119,0.26741573033707866
2611,18,4,123,0.27640449438202247
2611,17,14,137,0.30786516853932583
2611,16,6,143,0.32134831460674157
2611,15,10,153,0.3438202247191011
2611,14,2,155,0.34831460674157305
2611,13,3,158,0.3550561797752809
2611,12,5,163,0.36629213483146067
2611,11,7,170,0.38202247191011235
2611,10,15,185,0.4157303370786517
2611,9,11,196,0.4404494382022472
2611,8,8,204,0.4584269662921348
2611,7,21,225,0.5056179775280899
2611,6,18,243,0.5460674157303371
2611,5,23,266,0.597752808988764
2611,4,44,310,0.6966292134831461
2611,3,75,385,0.8651685393258427
2611,2,7,392,0.8808988764044944
2611,1,9,401,0.9011235955056179
2611,0,16,417,0.9370786516853933
2624,4,3,3,0.046153846153846156
2624,3,6,9,0.13846153846153847
2624,2,13,22,0.3384615384615385
2624,1,26,48,0.7384615384615385
2624,0,15,63,0.9692307692307692
2655,25,1,1,0.011111111111111112
2655,24,1,2,0.022222222222222223
2655,22,1,3,0.03333333333333333
2655,13,3,6,0.06666666666666667
2655,12,1,7,0.07777777777777778
2655,11,1,8,0.08888888888888889
2655,10,1,9,0.1
2655,9,1,10,0.1111111111111111
2655,8,1,11,0.12222222222222222
2655,5,3,14,0.15555555555555556
2655,4,3,17,0.18888888888888888
2655,3,7,24,0.26666666666666666
2655,2,14,38,0.4222222222222222
2655,1,37,75,0.8333333333333334
2655,0,13,88,0.9777777777777777
2657,149,1,1,0.0010416666666666667
